PT,AU,TI,SO,DT,AB,TC,PU,PI,PA,SN,EI,J9,JI,PD,PY,VL,IS,BP,EP,AR,DI,PG,WC,SC,UT,PM,OA,Bronze,Green,Green Accepted,Green Published,Gold,Gold DOAJ ,Gold Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Chen, V; Ning, HY; Allen, N; Kershaw, K; Khan, S; Lloyd-Jones, DM; Wilkins, JT",Lifetime Risks for Hypertension by Contemporary Guidelines in African American and White Men and Women,JAMA CARDIOLOGY,Article,"IMPORTANCE Patterns of hypertension risk development over the adult lifespan and lifetime risks for hypertension under the American Heart Association and American College of Cardiology (AHA/ACC) 2017 thresholds for hypertension (>= 130/80mmHg) are unknown. OBJECTIVE To quantify and compare lifetime risks for hypertension in white and African American men and women under the AHA/ACC 2017 and the Seventh Joint National Commission (JNC7) hypertension thresholds. DESIGN, SETTING, AND PARTICIPANTS We used individual-level pooled data from 3 contemporary cohorts in the Cardiovascular Lifetime Risk Pooling Project: the Framingham Offspring Study, the Coronary Artery Risk Development in Young Adults study, and Atherosclerosis Risk in Communities study. These community-based cohorts included white and African American men and women with blood pressure assessment at multiple cohort examinations. MAIN OUTCOMES AND MEASURES Cumulative lifetime risk for hypertension from ages 20 through 85 years, adjusted for competing risk of death and baseline hypertension prevalence. Incident hypertension under the AHA/ACC threshold was defined by a single-occasion blood pressure measurement of 130/80 mm Hg or more or self-reported use of antihypertensive medications. Incident hypertension under the JNC7 threshold was defined by a single-occasion blood pressure measurement of 140/90 mm Hg or more or the use of antihypertensive medications. RESULTS A total of 13 160 participants contributed 227 600 person-years of follow-up; the data set included individual-level data on 6313 participants at baseline (median age, 25 years), plus person-year data from participants in the Atherosclerosis Risk in Communities and Framingham Offspring studies who enrolled at older ages. Baseline prevalence of hypertension under the AHA/ACC 2017 threshold in participants entering the data set between 20 and 30 years of age was 30.7% in white men (n = 549 of 1790), 23.1% in African American men (n = 245 of 1063), 10.2% in white women (n = 210 of 2070), and 12.3% in African American women (n = 171 of 1390). White men had lifetime risk of hypertension of 83.8% (95% CI, 82.5%-85.0%); African American men, 86.1%(95% CI, 84.1%-88.1%); white women, 69.3%(95% CI, 67.8%-70.7%); and African American women, 85.7%(95% CI, 84.0%-87.5%). These were greater than corresponding lifetime risks under the JNC7 threshold for hypertension (white men, 60.5%[95% CI, 58.9%-62.1%]; African American men, 74.7%[95% CI, 71.9%-77.5%]; white women, 53.9%[95% CI, 52.5%-55.4%]; and African American women, 77.3%[95% CI, 75.0%-79.5%]). CONCLUSIONS AND RELEVANCE Under the AHA/ACC 2017 blood pressure threshold for hypertension, lifetime risks for hypertension exceeded 75% for African American men and women and white men. Furthermore, prevalence of blood pressure of 130/80 mm Hg or more is very high in young adulthood, suggesting that efforts to prevent development of hypertension should be focused early in the life course.",3,AMER MEDICAL ASSOC,CHICAGO,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",2380-6583,2380-6591,JAMA CARDIOL,JAMA Cardiol.,MAY,2019,4,5,455,459,,10.1001/jamacardio.2019.0529,5,Cardiac & Cardiovascular Systems,Cardiovascular System & Cardiology,WOS:000472161600011,30916719,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"McEvoy, CT; Hoang, T; Sidney, S; Steffen, LM; Jacobs, DR; Shikany, JM; Wilkins, JT; Yaffe, K",Dietary patterns during adulthood and cognitive performance in midlife The CARDIA study,NEUROLOGY,Article,"Objective To investigate whether dietary patterns (Mediterranean diet [MedDiet], Dietary Approaches to Stop Hypertension [DASH], and A Priori Diet Quality Score [APDQS]) during adulthood are associated with midlife cognitive performance. Methods We studied 2,621 Coronary Artery Risk Development in Young Adults (CARDIA) participants; 45% were black, 57% were female, and mean age was 25 +/- 3.5 years at baseline (year 0). Mean diet scores were calculated from diet history at baseline, year 7, and year 20 (mean age 25, 32, and 45 years, respectively). Cognitive function was assessed at years 25 and 30 (mean age 50 and 55 years, respectively). Linear models were used to examine association between tertiles of diet score and change in composite cognitive function and cognitive z scores (verbal memory [Rey Auditory Verbal Learning Test], processing speed [Digit Symbol Substitution Test], and executive function [Stroop Interference test]) and the Montreal Cognitive Assessment (MoCA) at year 30. Results DASH was not associated with change in cognitive performance. Higher MedDiet and APDQS scores were associated with less decline in cognitive function (MedDiet: low -0.04, middle 0.03, high 0.03, p = 0.03; APDQS: low -0.04, middle -0.00, high 0.06, p < 0.01) and Stroop Interference (MedDiet: low 0.09, middle -0.06, high -0.03; APDQS: low 0.10, middle 0.01, high -0.09, both p < 0.01). Odds ratios (95% confidence interval) for poor global cognitive function (>= 1 SD below mean MoCA score) comparing extreme tertiles of diet scores were 0.54 (0.39-0.74) for MedDiet, 0.48 (0.33-0.69) for APDQS, and 0.89 (0.68-1.17) for DASH. Conclusion Greater adherence to MedDiet and APDQS dietary patterns during adulthood was associated with better midlife cognitive performance. Additional studies are needed to define the combination of foods and nutrients for optimal brain health across the life course.",9,LIPPINCOTT WILLIAMS & WILKINS,PHILADELPHIA,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",0028-3878,1526-632X,NEUROLOGY,Neurology,2-Apr,2019,92,14,E1589,E1599,,10.1212/WNL.0000000000007243,11,Clinical Neurology,Neurosciences & Neurology,WOS:000480758600006,30842290,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Cui, ZH; Cai, JW; Lewis, CE; Stevens, J",Changes in Cardiovascular Disease Risk Factors with Unintentional Versus Intentional Weight Loss: The Coronary Artery Risk Development in Young Adults Study,METABOLIC SYNDROME AND RELATED DISORDERS,Article,"Background: It is well known that total and intentional weight loss (IWL) are associated with reductions in cardiovascular disease (CVD) risk factors, however, associations with unintentional weight loss (UWL) have not been studied. Methods: We examined annual changes in blood pressure and lipids associated with UWL versus IWL in 576 participants from the Coronary Artery Risk Development in Young Adults (CARDIA) study who had lost weight over one of two time intervals (i.e., study years 5-7 or 7-10) and reported whether the weight loss was intentional at the end of the interval. Results: After adjusting for age, sex, race, and field center, an annual weight loss smaller than 6% resulted in small improvements in lipids that were similar regardless of intentionality. When annual weight loss was >= 6%, UWL was associated with less reduction in total cholesterol (-0.2 vs. -10.4 mg/dL), low-density lipoprotein cholesterol (-3.2 vs. -9.4 mg/dL), and triglycerides (-0.5 vs. -19.0 mg/dL) compared with IWL. Intentionality was not associated with the size of changes in blood pressure (systolic blood pressure: -2.7 vs. -2.0 mmHg; diastolic blood pressure: -2.2 vs. -1.3 mmHg) and high-density lipoprotein cholesterol (3.2 vs. 2.7 mg/dL). Conclusions: Substantial UWL may be accompanied or preceded by other biological changes in this young adult population that alter changes in CVD risk factors that are associated with IWL.",1,"MARY ANN LIEBERT, INC",NEW ROCHELLE,"140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, NY 10801 USA",1540-4196,1557-8518,METAB SYNDR RELAT D,Metab. Syndr. Relat. Disord.,1-Apr,2019,17,3,143,148,,10.1089/met.2018.0114,6,"Medicine, Research & Experimental",Research & Experimental Medicine,WOS:000463021500003,30730245,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Laughlin-Tommaso, SK; Fuchs, EL; Wellons, MF; Lewis, CE; Calderon-Margalit, R; Stewart, EA; Schreiner, PJ",Uterine Fibroids and the Risk of Cardiovascular Disease in the Coronary Artery Risk Development in Young Adult Women's Study,JOURNAL OF WOMENS HEALTH,Article,"Background: Uterine fibroids, the most common reproductive tract tumor in women, have been associated with hypertension and atherosclerotic cardiovascular disease (CVD). Prior studies of fibroids and CVD have examined the subset of women with symptomatic fibroids who undergo hysterectomy, itself a risk factor for CVD. We aimed to study the risk of subclinical CVD, as determined by coronary artery calcification (CAC), carotid intima media thickness (CIMT), and left ventricular (LV) mass, in women with ultrasound-diagnosed uterine fibroids. Materials and Methods: Participants were 972 women from the Coronary Artery Risk Development in Young Adults (CARDIA) study, a cohort recruited in 1985-1986. CARDIA screened black and white women aged 35-49 years by ultrasound for fibroids at 16 years of follow-up (2002-2004). Demographics and CVD risk factors were collected in 2000-2001 at 15 years of follow-up (baseline for this analysis). Women were tested at years 15, 20, and 25 for CAC, at year 20 for CIMT, and at year 25 for echocardiographic LV mass. Multivariable logistic regression was used to estimate the odds of CAC, CIMT, and LV mass. Results: Fifty-two percent of women had fibroids (61.7% in black, 38.3% in white women). Most CVD risk factors were more common in women with fibroids. Adjusted odds of subclinical CVD, such as elevated CIMT and elevated LV mass, were not different for women with fibroids compared with those without (CIMT odds ratio [OR]=1.03; confidence interval [95% CI] 0.7-1.5 and LV mass OR=1.14; 95% CI 0.77-1.68), when adjusted for confounders. Conclusions: Although women with fibroids had more CVD risk factors, presence of fibroids was not associated with subclinical CVD.",2,"MARY ANN LIEBERT, INC",NEW ROCHELLE,"140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, NY 10801 USA",1540-9996,1931-843X,J WOMENS HEALTH,J. Womens Health,JAN,2019,28,1,46,52,,10.1089/jwh.2018.7122,7,"Public, Environmental & Occupational Health; Medicine, General & Internal; Obstetrics & Gynecology; Women's Studies","Public, Environmental & Occupational Health; General & Internal Medicine; Obstetrics & Gynecology; Women's Studies",WOS:000449623600001,30412447,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Granados, JAT; Christine, PJ; Ionides, EL; Carnethon, MR; Roux, AVD; Kiefe, CI; Schreiner, PJ","Cardiovascular Risk Factors, Depression, and Alcohol Consumption During Joblessness and During Recessions Among Young Adults in CARDIA",AMERICAN JOURNAL OF EPIDEMIOLOGY,Article,"Research has shown that recessions are associated with lower cardiovascular mortality, but unemployed individuals have a higher risk of cardiovascular disease (CVD) or death. We used data from 8 consecutive examinations (1985-2011) of the Coronary Artery Risk Development in Young Adults (CARDIA) cohort, modeled in fixed-effect panel regressions, to investigate simultaneously the associations of CVD risk factors with the employment status of individuals and the macroeconomic conditions prevalent in the state where the individual lives. We found that unemployed individuals had lower levels of blood pressure, high-density lipoprotein cholesterol, and physical activity, and they had significantly higher depression scores, but they were similar to their counterparts in smoking status, alcohol consumption, low-density lipoprotein cholesterol levels, body mass index, and waist circumference. A 1-percentage-point higher unemployment rate at the state level was associated with lower systolic (-0.41 mm Hg, 95% CI: -0.65, -0.17) and diastolic (-0.19, 95% CI: -0.39, 0.01) blood pressure, higher physical activity levels, higher depressive symptom scores, lower waist circumference, and less smoking. We conclude that levels of CVD risk factors tend to improve during recessions, but mental health tends to deteriorate. Unemployed individuals are significantly more depressed, and they likely have lower levels of physical activity and high-density lipoprotein cholesterol.",2,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0002-9262,1476-6256,AM J EPIDEMIOL,Am. J. Epidemiol.,NOV,2018,187,11,2339,2345,,10.1093/aje/kwy127,7,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000450031800009,29955769,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Kalhan, R; Dransfield, MT; Colangelo, LA; Cuttica, MJ; Jacobs, DR; Thyagarajan, B; Estepar, RSJ; Harmouche, R; Onieva, JO; Ash, SY; Okajima, Y; Iribarren, C; Sidney, S; Lewis, CE; Mannino, DM; Liu, K; Smith, LJ; Washko, GR",Respiratory Symptoms in Young Adults and Future Lung Disease The CARDIA Lung Study,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,Article,"Rationale: There are limited data on factors in young adulthood that predict future lung disease. Objectives: To determine the relationship between respiratory symptoms, loss of lung health, and incident respiratory disease in a population-based study of young adults. Methods: Weexamined prospective data from 2,749 participants in the CARDIA (Coronary Artery Risk Development in Young Adults) study who completed respiratory symptom questionnaires at baseline and 2 years later and repeated spirometry measurements over 30 years. Measurements and Main Results: Cough or phlegm, episodes of bronchitis, wheeze, shortness of breath, and chest illnesses at both baseline and Year 2 were the main predictor variables in models assessing decline in FEV1 and FVC from Year 5 to Year 30, incident obstructive and restrictive lung physiology, and visual emphysema on thoracic computed tomography scan. After adjustment for covariates, including body mass index, asthma, and smoking, report of any symptom was associated with -2.71 ml/yr excess decline in FEV1 (P < 0.001) and -2.18 in FVC (P < 0.001) as well as greater odds of incident (prebronchodilator) obstructive (odds ratio [OR], 1.63; 95% confidence interval [CI], 1.24-2.14) and restrictive (OR, 1.40; 95% CI, 1.09-1.80) physiology. Cough-related symptoms (OR, 1.56; 95% CI, 1.13-2.16) were associated with greater odds of future emphysema. Conclusions: Persistent respiratory symptoms in young adults are associated with accelerated decline in lung function, incident obstructive and restrictive physiology, and greater odds of future radiographic emphysema.",19,AMER THORACIC SOC,NEW YORK,"25 BROADWAY, 18 FL, NEW YORK, NY 10004 USA",1073-449X,1535-4970,AM J RESP CRIT CARE,Am. J. Respir. Crit. Care Med.,15-Jun,2018,197,12,1616,1624,,10.1164/rccm.201710-2108OC,9,Critical Care Medicine; Respiratory System,General & Internal Medicine; Respiratory System,WOS:000435459000017,29369684,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Auer, R; Sidney, S; Goff, D; Vittinghoff, E; Pletcher, MJ; Allen, NB; Reis, JP; Lewis, CE; Carr, J; Rana, JS",Lifetime marijuana use and subclinical atherosclerosis: the Coronary Artery Risk Development in Young Adults (CARDIA) study,ADDICTION,Article,"Background and aims Unlike tobacco, the effect of marijuana smoke on subclinical atherosclerosis, a surrogate measure for cardiovascular disease, is not known. This study aimed to determine the association between lifetime exposure to marijuana and measures of subclinical atherosclerosis in mid-life. Design, setting and participants We used data from the US-based Coronary Artery Risk Development in Young Adults (CARDIA) study, a cohort of black and white men and women aged 18-30 years at baseline in 1985-86, with up to seven follow-up examinations over 25 years. A total of 3498 participants in the CARDIA study were included in this study. Measurements Cumulative years of exposure to marijuana (expressed in marijuana-years', with 1 marijuana-year equivalent to 365 days of use) using repeated assessments every 2-5 years for 25 years. Abdominal artery calcium (AAC) and coronary artery calcium (CAC) scores were measured by computed tomography at year 25 examination. Results Among 3117 participants with AAC and CAC measurements, 2627 (84%) reported past marijuana use and 1536 (49%) past daily tobacco smoking. Compared with tobacco smokers, 46% of whom reported 10 or more pack-years of use, only 12% of marijuana users reported 5 or more marijuana-years of use and only 6% reported having used marijuana daily. We found a significant interaction between never and ever tobacco users on the association between cumulative marijuana use and AAC (P=0.05). Among those who never smoked tobacco, cumulative marijuana-years were not associated with AAC or CAC in models adjusted for demographics, cardiovascular risk factors, licit and illicit drug exposure and depression symptoms. However, among ever tobacco smokers, marijuana exposure was associated with AAC and CAC. At 5 marijuana-years of exposure, using AAC=0 and CAC=0 as a reference group, the odds ratio (OR) was 1.97 [95% confidence interval (CI)=1.21-3.21, P=0.007] for AAC>0/CAC=0 and 1.83 (95% CI=1.02-3.31, P=0.04) for CAC>0), regardless of AAC. Tobacco smoking was associated strongly with both AAC and CAC. Conclusion Marijuana use appears to be associated with subclinical atherosclerosis, but only among ever tobacco users.",7,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0965-2140,1360-0443,ADDICTION,Addiction,MAY,2018,113,5,845,856,,10.1111/add.14110,12,Substance Abuse; Psychiatry,Substance Abuse; Psychiatry,WOS:000429695200012,29168268,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Reis, JP; Auer, R; Bancks, MP; Goff, DC; Lewis, CE; Pletcher, MJ; Rana, JS; Shikany, JM; Sidney, S",INVESTIGATING CUMULATIVE MARIJUANA USE AND RISK OF CARDIOVASCULAR DISEASE IN MIDDLE AGE WITH LONGITUDINAL DATA RESPONSE,AMERICAN JOURNAL OF PUBLIC HEALTH,Letter,,0,AMER PUBLIC HEALTH ASSOC INC,WASHINGTON,"800 I STREET, NW, WASHINGTON, DC 20001-3710 USA",0090-0036,1541-0048,AM J PUBLIC HEALTH,Am. J. Public Health,APR,2018,108,4,E12,E12,,10.2105/AJPH.2018.304308,1,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000440250600003,29513576,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gooding, HC; Ning, H; Gillman, MW; Shay, C; Allen, N; Goff, DC; Lloyd-Jones, D; Chiuve, S",Application of a Lifestyle-Based Tool to Estimate Premature Cardiovascular Disease Events in Young Adults The Coronary Artery Risk Development in Young Adults (CARDIA) Study,JAMA INTERNAL MEDICINE,Article,"IMPORTANCE Few tools exist for assessing the risk for early atherosclerotic cardiovascular disease (ASCVD) events in young adults. OBJECTIVE To assess the performance of the Healthy Heart Score (HHS), a lifestyle-based tool that estimates ASCVD events in older adults, for ASCVD events occurring before 55 years of age. DESIGN, SETTING, AND PARTICIPANTS This prospective cohort study included 4893 US adults aged 18 to 30 years from the Coronary Artery Risk Development in Young Adults (CARDIA) study. Participants underwent measurement of lifestyle factors from March 25, 1985, through June 7, 1986, and were followed up for a median of 27.1 years (interquartile range, 26.9-27.2 years). Data for this study were analyzed from February 24 through December 12, 2016. EXPOSURES The HHS includes age, smoking status, body mass index, alcohol intake, exercise, and a diet score composed of self-reported daily intake of cereal fiber, fruits and/or vegetables, nuts, sugar-sweetened beverages, and red and/or processed meats. The HHS in the CARDIA studywas calculated using sex-specific equations produced by its derivation cohorts. MAIN OUTCOMES AND MEASURES The ability of the HHS to assess the 25-year risk for ASCVD (death from coronary heart disease, nonfatalmyocardial infarction, and fatal or nonfatal ischemic stroke) in the total sample, in race-and sex-specific subgroups, and in those with and without clinical ASCVD risk factors at baseline. Model discrimination was assessed with the Harrell C statistic; model calibration, with Greenwood-Nam-D'Agostino statistics. RESULTS The study population of 4893 participants included 2205 men (45.1%) and 2688 women (54.9%) with a mean (SD) age at baseline of 24.8 (3.6) years; 2483 (50.7%) were black; and 427 (8.7%) had at least 1 clinical ASCVD risk factor (hypertension, hyperlipidemia, or diabetes types 1 and 2). Among these participants, 64 premature ASCVD events occurred in women and 99 in men. The HHS showed moderate discrimination for ASCVD risk assessment in this diverse population of mostly healthy young adults (C statistic, 0.71; 95% CI, 0.66-0.76); it performed better in men (C statistic, 0.74; 95% CI, 0.68-0.79) than in women (C statistic, 0.69; 95% CI, 0.62-0.75); in white (C statistic, 0.77; 95% CI, 0.71-0.84) than in black (C statistic, 0.66; 95% CI, 0.60-0.72) participants; and in those without (C statistic, 0.71; 95% CI, 0.66-0.76) vs with (C statistic, 0.64; 95% CI, 0.55-0.73) clinical risk factors at baseline. The HHS was adequately calibrated overall and within each subgroup. CONCLUSIONS AND RELEVANCE The HHS, when measured in younger persons without ASCVD risk factors, performs moderately well in assessing risk for ASCVD events by early middle age. Its reliance on self-reported, modifiable lifestyle factors makes it an attractive tool for risk assessment and counseling for early ASCVD prevention.",12,AMER MEDICAL ASSOC,CHICAGO,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",2168-6106,2168-6114,JAMA INTERN MED,JAMA Intern. Med.,SEP,2017,177,9,1354,1360,,10.1001/jamainternmed.2017.2922,7,"Medicine, General & Internal",General & Internal Medicine,WOS:000410178900027,28715555,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Bancks, MP; Allen, NB; Dubey, P; Launer, LJ; Lloyd-Jones, DM; Reis, JP; Sidney, S; Yano, Y; Schreiner, PJ",Cardiovascular health in young adulthood and structural brain MRI in midlife The CARDIA study,NEUROLOGY,Article,"Objective: To examine the association between the American Heart Association (AHA) Life's Simple 7 (LS7) metric and brain structure. Methods: We determined cardiovascular health (CVH) according to the AHA LS7, assigning 0, 1, or 2 points for meeting poor, intermediate, or ideal criteria for the 7 components (range 0-14) at baseline (aged 18-30 years in 1985-1986) and year 25 follow-up examination for 518 participants of the Coronary Artery Risk Development in Young Adults (CARDIA) brain MRI substudy. Visit-based CVH score and average score was assessed in relation to percent of intracranial volume of normal tissue of the whole brain, gray matter, and white matter, and abnormal tissue volume of white matter at year 25 using multivariable linear, logistic, and quantile regression, after adjustment for age, sex, race, field center, educational attainment, and alcohol consumption. Results: Mean percentage of whole brain volume, normal gray matter, and normal white matter was 81.3% (62.5), 42.9% (62.0), and 38.4% (62.0). Greater CVH score at baseline (per each additional point at year 0: 0.1%, 95% confidence limits 0.01-0.3; p, 0.05) and average CVH score were associated with greater percentage of whole brain volume (per each additional point in average score: 0.2%, 95% confidence limits 0.04-0.3; p, 0.05). Visit-based or average CVH score was not significantly associated with normal gray or white matter volume or abnormal white matter volume. Conclusions: Maintaining ideal levels of cardiovascular health, determined by the LS7, in young adulthood is associated with greater whole brain volume in middle age but not regional differences in structure.",8,LIPPINCOTT WILLIAMS & WILKINS,PHILADELPHIA,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",0028-3878,1526-632X,NEUROLOGY,Neurology,15-Aug,2017,89,7,680,686,,10.1212/WNL.0000000000004222,7,Clinical Neurology,Neurosciences & Neurology,WOS:000407604800013,28724586,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Kershaw, KN; Robinson, WR; Gordon-Larsen, P; Hicken, MT; Goff, DC; Carnethon, MR; Kiefe, CI; Sidney, S; Roux, AVD",Association of Changes in Neighborhood-Level Racial Residential Segregation With Changes in Blood Pressure Among Black Adults The CARDIA Study,JAMA INTERNAL MEDICINE,Article,"IMPORTANCE Despite cross-sectional evidence linking racial residential segregation to hypertension prevalence among non-Hispanic blacks, it remains unclear how changes in exposure to neighborhood segregation may be associated with changes in blood pressure. OBJECTIVE To examine the association of changes in neighborhood-level racial residential segregation with changes in systolic and diastolic blood pressure over a 25-year period. DESIGN, SETTING, AND PARTICIPANTS This observational study examined longitudinal data of 2280 black participants of the Coronary Artery Risk Development in Young Adults (CARDIA) study, a prospective investigation of adults aged 18 to 30 years who underwent baseline examinations in field centers in 4 US locations from March 25, 1985, to June 7, 1986, and then were re-examined for the next 25 years. Racial residential segregation was assessed using the Getis-Ord G(i)* statistic, a measure of SD between the neighborhood's racial composition (ie, percentage of black residents) and the surrounding area's racial composition. Segregation was categorized as high (G(i)* > 1.96), medium (G(i)* 0-1.96), and low (G(i)* < 0). Fixed-effects linear regression modeling was used to estimate the associations of within-person change in exposure to segregation and within-person change in blood pressure while tightly controlling for time-invariant confounders. Data analyses were performed between August 4, 2016, and February 9, 2017. MAIN OUTCOMES AND MEASURES Within-person changes in systolic and diastolic blood pressure across 6 examinations over 25 years. RESULTS Of the 2280 participants at baseline, 974 (42.7%) were men and 1306 (57.3%) were women. Of these, 1861 (81.6%) were living in a high-segregation neighborhood; 278 (12.2%), a medium-segregation neighborhood; and 141 (6.2%), a low-segregation neighborhood. Systolic blood pressure increased by a mean of 0.16 (95% CI, 0.06-0.26) mmHg with each 1-SD increase in segregation score after adjusting for interactions of time with age, sex, and field center. Of the 1861 participants (81.6%) who lived in high-segregation neighborhoods at baseline, reductions in exposure to segregation were associated with reductions in systolic blood pressure. Mean differences in systolic blood pressure were -1.33 (95% CI, -2.26 to -0.40) mmHg when comparing high-segregation with medium-segregation neighborhoods and -1.19 (95% CI, -2.08 to -0.31) mmHg when comparing high-segregation with low-segregation neighborhoods after adjustment for time and interactions of time with baseline age, sex, and field center. Changes in segregation were not associated with changes in diastolic blood pressure. CONCLUSIONS AND RELEVANCE Decreases in exposure to racial residential segregation are associated with reductions in systolic blood pressure. This study adds to the small but growing body of evidence that policies that reduce segregation may have meaningful health benefits.",25,AMER MEDICAL ASSOC,CHICAGO,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",2168-6106,2168-6114,JAMA INTERN MED,JAMA Intern. Med.,JUL,2017,177,7,996,1002,,10.1001/jamainternmed.2017.1226,7,"Medicine, General & Internal",General & Internal Medicine,WOS:000404599100021,28505341,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Benck, LR; Cuttica, MJ; Colangelo, LA; Sidney, S; Dransfield, MT; Mannino, DM; Jacobs, DR; Lewis, CE; Zhu, N; Washko, GR; Liu, K; Carnethon, MR; Kalhan, R",Association between Cardiorespiratory Fitness and Lung Health from Young Adulthood to Middle Age,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,Article,"Rationale: Beyond the risks of smoking, there are limited data on factors associated with change in lung function over time. Objectives: To determine whether cardiorespiratory fitness was longitudinally associated with preservation of lung health. Methods: Prospective data were collected from 3,332 participants in the Coronary Artery Risk Development in Young Adults study aged 18-30 in 1985 who underwent treadmill exercise testing at baseline visit, and 2,735 participants with a second treadmill test 20 years later. The association between cardiorespiratory fitness and covariate adjusted decline in lung function was evaluated. Measurements and Main Results: Higher baseline fitness was associated with less decline inlungfunction. Whenadjusted for age, height, race-sex group, peak lung function, and years from peak lung function, each additionalminuteof treadmill durationwas associatedwith 1.00 ml/yr less decline in FEV1 (P < 0.001) and 1.55 ml/yr less decline in FVC (P < 0.001). Greater decline in fitness was associated with greater annual decline in lung function. Each 1-minute decline in treadmill duration between baseline and Year 20 was associated with 2.54 ml/yr greater decline in FEV1 (P < 0.001) and 3.27 ml/yr greater decline in FVC (P < 0.001). Bothsustaining higherandachievingrelatively increased levels of fitness over 20 years were associated with preservation of lung health. Conclusions: Greater cardiopulmonary fitness in young adulthood, less decline in fitness from young adulthood to middle age, and achieving increased fitness from young adulthood to middle age are associated with less decline in lung health over time.",16,AMER THORACIC SOC,NEW YORK,"25 BROADWAY, 18 FL, NEW YORK, NY 10004 USA",1073-449X,1535-4970,AM J RESP CRIT CARE,Am. J. Respir. Crit. Care Med.,1-May,2017,195,9,1236,1243,,10.1164/rccm.201610-2089OC,8,Critical Care Medicine; Respiratory System,General & Internal Medicine; Respiratory System,WOS:000400258300033,28248551,Green Published,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
